Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	1_01	1_02	1_03	1_04	1_05	1_06	1_07	1_08	1_09	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	1_21	1_22	1_23	1_24	1_25	1_26	1_27	1_28	1_29	1_30	1_31	1_32	1_33	1_34	1_35	1_36	1_37	1_38	1_39	1_40	2_01	2_02	2_03	2_04	2_05	2_06	2_07	2_08	2_09	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	2_21	2_22	2_23	2_24	2_25	2_26	2_27	2_28	2_29	2_30	2_31	2_32	2_33	2_34	2_35	2_36	2_37	2_38	2_39	2_40	3_01	3_02	3_03	3_04	3_05	3_06	3_07	3_08	3_09	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	3_21	3_22	3_23	3_24	3_25	3_26	3_27	3_28	3_29	3_30	3_31	3_32	3_33	3_34	3_35	3_36	3_37	3_38	3_39	3_40	4_01	4_02	4_03	4_04	4_05	4_06	4_07	4_08	4_09	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	4_21	4_22	4_23	4_24	4_25	4_26	4_27	4_28	4_29	4_30	4_31	4_32	4_33	4_34	4_35	4_36	4_37	4_38	4_39	4_40	5_01	5_02	5_03	5_04	5_05	5_06	5_07	5_08	5_09	5_10	5_11	5_12	5_13	5_14	5_15	5_16	5_17	5_18	5_19	5_20	5_21	5_22	5_23	5_24	5_25	5_26	5_27	5_28	5_29	5_30	5_31	5_32	5_33	5_34	5_35	5_36	5_37	5_38	5_39	5_40	6_1	6_2	6_3	6_4	6_5	6_6	6_7	6_8	6_9	6_10	6_11	6_12	6_13	6_14	6_15	6_16	6_17	6_18	6_19	6_20	6_21	6_22	6_23	6_24	6_25	6_26	6_27	6_28	6_29	6_30	6_31	6_32	6_33	6_34	6_35	6_36	6_37	6_38	6_39	6_40	7_1	7_2	7_3	7_4	7_5	7_6	7_7	7_8	7_9	7_10	7_11	7_12	7_13	7_14	7_15	7_16	7_17	7_18	7_19	7_20	7_21	7_22	7_23	7_24	7_25	7_26	7_27	7_28	7_29	7_30	7_31	7_32	7_33	7_34	7_35	7_36	7_37	7_38	7_39	7_40	8_1	8_2	8_3	8_4	8_5	8_6	8_7	8_8	8_9	8_10	8_11	8_12	8_13	8_14	8_15	8_16	8_17	8_18	8_19	8_20	8_21	8_22	8_23	8_24	8_25	8_26	8_27	8_28	8_29	8_30	8_31	8_32	8_33	8_34	8_35	8_36	8_37	8_38	8_39	8_40	9_1	9_2	9_3	9_4	9_5	9_6	9_7	9_8	9_9	9_10	9_11	9_12	9_13	9_14	9_15	9_16	9_17	9_18	9_19	9_20	9_21	9_22	9_23	9_24	9_25	9_26	9_27	9_28	9_29	9_30	9_31	9_32	9_33	9_34	9_35	9_36	9_37	9_38	9_39	9_40	10_1	10_2	10_3	10_4	10_5	10_6	10_7	10_8	10_9	10_10	10_11	10_12	10_13	10_14	10_15	10_16	10_17	10_18	10_19	10_20	10_21	10_22	10_23	10_24	10_25	10_26	10_27	10_28	10_29	10_30	10_31	10_32	10_33	10_34	10_35	10_36	10_37	10_38	10_39	10_40
A0A7M7MWX1;A0A7M7MXY7	A0A7M7MXY7;A0A7M7MWX1	A0A7M7MWX1_APIME;A0A7M7MXY7_APIME		"1,4-alpha-glucan branching enzyme"								3018.29	1614.76		4305.01												2367.01																			3323.63							2988.04	2432.95	3363.61	6105.21	6979.91	3672.6	3559.4	1912.26	2168.14	3493.54	8239.24	9773.99	4875.9	3033.32	2003.98																				1974.44		5230.68	4417.32		4029.91	5331.17	5313.56	4644.68	5763.05	6082.23	5346.29	4381.24	2721.56	2026.75	2833.85	7026.43	5424.41	1815.45	1894.22													23995.6	26017.1	24886													1494.06		9379.72	4826.99	5872.21		2497.76	8353.9	1289.22		3475.27	5945.98	8620.24	4938.93	2923.86	1498.46																2791.39	2159.51	2475.4	2913.57	2148.3			3020.78	2948.63	2940.5	3052.36	3321.54	4137.83	4360.73	4402.33	2872.81	2058.31	1930.04	3393.37	7990.82	11978.8	5461.23	3112.48	2073.85	11133.5																												3820.15	3602.24	4847.32	4679.99	5037.94	5048.67	4176.56	2797.85	1767.75	2209.84	2730.84	4432.15	2981.27	2091.9	1970.72	1415.41					27375.8									13795.9							3787.63	4315.07	6696.28	4842.6	5951.98	7053.98	7795.53	5123.91	4484.41	2620.99	2336.09	5148.11	7713.51	8791.92	4400	1191.11																													4616.56	6845.17	4393.99	3776.99	3033.62	2277.77	2140.95	5163.1	10585.9	9404.93	4775.56																									5380.8		4021.54	5082.23	7213.23	5265.65	7468.06	5228.45	3601.34	1837.85	1478.62	2092.74	2750.84	4056.9	3355.33	1853.22	1464.43																			6492.7						3526.74		3457.24	6014.22	5961.64	6140.74	5432.18	3120.62	2232.67	1593.08	1378.48	3607.35	5710.67	3677.57	1883.38	1501.43																
A0A7M7MWY0;A0A7M7MWY6;A0A7M7MWY9;A0A7M7MX09;A0A7M7MX18;A0A7M7MX32;A0A7M7MXU8;A0A7M7MXZ9;A0A7M7MYW9;A0A7M7SSB4;A0A7M7SSB6	A0A7M7MWY9;A0A7M7MWY6;A0A7M7MWY0;A0A7M7MX18;A0A7M7MXZ9;A0A7M7MX09;A0A7M7MXU8;A0A7M7MYW9;A0A7M7SSB6;A0A7M7MX32;A0A7M7SSB4	A0A7M7MWY0_APIME;A0A7M7MWY6_APIME;A0A7M7MWY9_APIME;A0A7M7MX09_APIME;A0A7M7MX18_APIME;A0A7M7MX32_APIME;A0A7M7MXU8_APIME;A0A7M7MXZ9_APIME;A0A7M7MYW9_APIME;A0A7M7SSB4_APIME;A0A7M7SSB6_APIME		Uncharacterized protein																			2235.41	4070.7	4011.3	6970.17	2829.77									3641.74	6056.82	5536.11																	1146.59	3093.13	2110.89						2839.17	12476.6	7471.85	4234.27	4581.41	8450.88	7950.78	8942.89	9144.84	7265.96			13724	26463.9	32924.8	18364.1		10169.3		7813.55	4392.6	4984.89														10509.7	9913.3	5069.87	8004.08	10195	4473.34	7663.65		4690.4	4338.38	6025.44	4231.21								36847.8		6607.04	4676.41	9099.03	6129.08																2000.85		7261.04				7385.79	3565.01	7012.39	5051.43	2980.87	5871.85	5759.44		6265.18	3016.87					6144.37	45183.1	32972.8	23317.6	4756.1	10759.2	11776.3														1984.94	4697.56	4691.29	1891.68	5342.11	6304.25	3521.71	12366.4	9748.06	3930.94	5687	6690.94	3946.34	3432.2						11188.7	13828.9	30627.7	14462.1	13446.3	10046.9	10545.7	8418.48																	1882.42	4841.86	3889.6	2413.19		3145.87	3337.5	5619.54	8087.94	4686.21	2792.39	3788.87	4339.64	5803.03	3314.87						8739.87	9511.86																								9505.66	4959.99	3679.78	3802.37	6671.48	5637.52								54952.8	49134.3	6018.27		11600	10429.1														4638.88							7202.52	9080.03			7092.3	9475.53							19722.5	21384.8	62144.4	21559.6	20396.4		13579.1	11808.8																				1158.99	14832.6	12647.1	14825	9607.23	4321.15	2930.06	2093.15						6294.87	39746.1	24838.5	4929.39	13812.7	11557.8	10089.5	7816.02					11173									2687.68						1347.83	8159.6	7867.23	6928.34	4629.11	3623.32	3334.18	1654.71		1971.76				12041.3	69607.2	45910	32951.5	24370.5		10309.9	11781.5
A0A7M7MX22;A0A7M7R395	A0A7M7MX22;A0A7M7R395	A0A7M7MX22_APIME;A0A7M7R395_APIME	409088	Biogenesis of lysosome-related organelles complex 1 subunit 3																																															2327.8	4111.6	2402.11					1541.88																																		2595.74	1626.31																																								8614.15	3281.12		2069.97																																			2404.79	4633.04	8724.56	3780.89	998.122	1054.67	796.272		1086.34																																																																										4144.22	2790.2	2135.9																																					4116.16	4625.13	2318.18	1370.88																																																1260.05	754.623																													2739.75	1862.46																														
A0A7M7MX43	A0A7M7MX43	A0A7M7MX43_APIME		Uncharacterized protein																																																									366.903	896.135		811.341																																						1228.17	1022.21																																														621.989																																		1006.56	1377.29																																												344.144																																				1545.78	1398.29	1163.71																																						1365.7																																																																																345.656																				
A0A7M7MX98	A0A7M7MX98	A0A7M7MX98_APIME		Uncharacterized protein	12382.8	4686.17		19636.8		5517.35	3389.61	5716.42	6288.76	8568.67	8838.38	11962	23242.3	77884.7	270943	189119	45099.2	12454.5	4526.38	6171.51	3729.16	19290	4164.93	7431.69	4873.44	4962.35	7159.24	7276.24	7959.08		7417.05	4775.23	6704.63	9319.87	8436.49	12792.7	11212.7	9721.06	12761.6	9852.34		5767.01					3788.05	4165.79	4451.26	5885.75	7355.05	11243.3	32465.9	113804	292941	134121	34512.3	12589	8476.77	9384.32	4727.01	3702.11	16255.7	4367.01	6335.72	6392.59	3605.16	6328.24	6394.94	5264.15	8511.37	9244.59	5031.39	6492.97	67600.6	7014.02		10565.3	9814.97	8371.81	5695.52		6361.22		6062.82	3495.9		4587.08	5513.2	6702.74	9444.5	13287.3	26959.6	88366.4	246700	161134	33782.6	8585.48	5716.74	4369.04	2689.35	3137.47	2685.67	2752.26	3051.48	3510.34		5015.6		4901.89							8445.62			5286.4	14118.4								9639.1	5909.15		7524.64	9138.17	9901.22	6648.68	85828.1	128513	92632.2	38278.2	7806.97	16177.1	3485.58	3069.74	3770.05	3301.69	2240.36		2973	3329.44	2612.45				3609.82	5706.55		7813.6	6232.44	7064.12	5461.11		4359.13			1914.85	1739.4		1683.67	1806.15	3003.61	3825.91	4947.18	7027.75	10562.3	43997.6	166427	161769	44561	10828.5	3901.58	3896.34	2849.87	2558.37	2325.88	2578.72	2812.32	4152.48		3077.46			4142.18	4571.29	2659.33	3612.53	6468.71	5719.2	6448.08	4685.16	5907.45		4797.49		12154.1			8567.48				5046.91		3569.96	5809.3	5102.69	6621.26	8781.8	18730.3	115504	200924	69539.8	11505.3	3222.86	2752.96	3086	2211.01	2555.74	2525.79	3329.89	8770.59	2806.77		2956.18			6772.1	8648.91			4286.76									5033.52	2848.46	5462.37	5302.14	7300.56	12640.3	25035.4	75629.8	165069	81546.7	21942.2	6242.85	4629.02	3117.86			4206.31	2268.94																							7566.53	10446	11522.6	10358.8	8970.74	14680.3	32009.3	114197	157464	56129.3	18148.6	6484.72	5334.37	7195.51			11009	3708.1											10714.9		13020.2	10431	14029.6								7509.91		4401.81	6733.71	6993.67	11153.6	39489.5	199378	216259	62948	14699.2	4584.35	4776.94	2481.44	2280.17	2733.12	3041.55	3053.81	3543.73	3393.18	3420.46	2735.79			2914.59							5811.12					14909.3			2862.04	17482.6	6994.17	5083.02	6170.94	6211.69	8781.75	27404.5	155069	187572	45586.8	17390.9	5838.1	4381.47	3154.02	4365.54	11129	2480.91	2531.69	2743.18	2726.38	2859.51	4145.86					3865.6	7992.52		2276.18		10371.4
A0A7M7MXF7	A0A7M7MWK0;A0A7M7MXF7;A0A7M7K5S7;A0A7M7K5I4;A0A7M7K5F1;A0A7M7KJJ1;A0A7M7K801	A0A7M7MXF7_APIME		Uncharacterized protein	36269.6	39512.2	48895.3	331163	1.54E+06	2.85E+06	1.33E+06	506382	250833	184554	165952	72502.4	37864.5	29634.5	26253.2	60615.9	41624.6	27536	20249.2	25323.7	16535.4	13020	14551	23769.5	19312.9	12068.8	20371.5	24200.2	21852.3	19348.9	20560	19554	14291.5	25201.1	18825	22419.2	22845.8	38177.4	22718	20999.5	81502	74390.1	72391.6	281201	1.38E+06	1.43E+06	583861	264779	157523	171409	170551	61604.2	45883	72241.3	36763.6	39502.3	26717.9	22206.9	15410.8	17638.6	9090.85	6717.38	18201.1	9872.27	12750.1	21091.3	20444.8	16722.8	18701.9	52651.6	36936.1	36925.5	28791.1	31475.5		38931.7		48012.7	42883.8	33452.6	59576.5	151227	101660	598162	2.78E+06	3.71E+06	647363	421688	317762	235820	117060	78329.4	58699.5	44731.9	45673.7	36653.1	29790.5	25529.4	25541.7	16761.2	10273.8	13384.3	12614.9	14042.5	14225.7	14861.4	41423	15558.4	23712	25038.4	21931	206524	28167.7		31965.5	35681.1	36935	35321.1		42646.2	93632.4		87399	101188	254245	6.97E+06	7.48E+06	1.95E+06	600504	379527	2.34E+06	215088	64719.1	67102	55870.4	37396.5	29780.9	37067.8	15707.7	17661.2	28543.7	23488.8	15744.4	9739.28	10028.4	6952.17	10435.1	14560.7	9023.24	18765.4	21258.1	26904.9	21375.8	17352.1	26945.5	42923.6	24504.1	24350	35753.7	32348.4	120725	146476	134323	152127	1.15E+06	5.08E+06	4.08E+06	1.47E+06	551395	297918	188914	120843	73112.3	58304	53246	28579.2	33508.4	42059.8	29088.9	19224.4	23253	17410.6	10702.6	9989.54	10169.4	13465.9	15425.3	13491	16440.4	25427.4	25173.8	25504.3	26034.7	21117.4	28108.8	31133.3	31815.1	31472.7	34410.7	32305.5	50993.2	44865.4	38160.6	41054.4	26673.1	29191.3	49816	294151	3.59E+06	6.42E+06	2.13E+06	729802	465775	728362	548600	210803	146802	122737	80432.7	69352.8	118530	58750.1	27973.9	35959.3	31676.2	21972.7	15038.5	10761.7	12767.6	27875	21836.1		28071.7	22750.1	19993.7	28434.6	28606.9	23182.3	22181.1	25085.6	49104.9	53975	64474.4	61028.4	262296	1.47E+06	1.71E+06	2.38E+06	856027	366980	178032	174857	75455.3	63549	51729.3	40169.5	26289.3	37965.9	35141.6	29130.2	19494.5	22172.6	13637.5	8547.6	6881.1	4062.45	11684.1				31212.1	72175	521342	31000	26365.7	32549.7	24723.7		55343.1	58634.1	34118.3	51777.2	47860.2	57859.2	266722	1.37E+06	1.83E+06	1.07E+06	430283	290887	266238	263972	118262	91285.5	74100.8	58418.3	43018.8	54800.6	43613.1	18672.8	22397.1	19049.5	9700.07	7558.47	7094.23	8440.73	6056.1	9089.22	8788.24	12251.9	30570.8	44165.9	25019.2	23329.5	69361.8	50924.4	36067.3	49365	32353.4	32080.3	20170.4	22522.9		62406.5	276099	2.27E+06	4.54E+06	2.85E+06	751256	303120	395449	254020	158852	69876.6	211153	38188.2	39803.3	43353.5	35739.4	23555	32093.1	28222.7	16564.7	11584.7	10520	7577.43	14876.5		35145.9	43448.6	15171.4	19038.7	12345.4	25001.1	38038.8	18675.5	44062.7	44321.3	30608.8	33551.1	45019.2	43907.3	46577.2	67874.9	501173	3.23E+06	3.29E+06	1.18E+06	444475	299962	296164	206717	105814	71071.7	63580.1	39278.9	55811.6	65316.2	40039.6	20257.6	24788	13984.8	10179.5	12797.5	5875.6	7096.77	6916.57	11807.4	12534.6	7316.86	19961.7	27254.4	41850.2	48465.6	32353.7	40771.6	45446.3	32455.5	35667.2	74590.2
A0A7M7MXH7	A0A7M7MXH7	A0A7M7MXH7_APIME		Uncharacterized protein											1489.59	2233.89		2408.3	4927.03			1036.39								5585.99	35170.1	21021.3	9485.76				5125.47								7627.44	6249.41	5558.05	12135.9	3542.96	5323.07	5998.88	8682.21	8381.81	9229.88	6993.02	6392.42	5770.86	5226.65	4283.03	2217.48	2285.11	2111.96	1760.18	1579.14		3264.97	9605.5	5534.62	10792	24198.8	27232.8	25343.2													6378.25		6356.11	5646.21	3070.11	3029.03		4119.96	2826.18	3609.92	2859.65	2968.65	3669.73	3421.86	3407.03	2395.33	1929.31	2360.83	2017.54	881.311					7287.8	30275.1	38956.3	22969.6								8361.67	27236.2			31024.2			9990.3	13061.1				4483.01	5298.63	7987.31		7919.21	6532.92	4738.09		3186.74	1714.07	1523.44		2251.32	2780.87	1284.83	2179.25					21491.2	25181.8	26573.3	19526.1										6194.57	2765.88	2666.91	5610.75	4661.34	3092.62	4461.66	5445.96	6508.4	7583.08	9064.27	10223.9	6579.61	4756.39	4508	3599.7	2248.53	2163.02	3496.23	2891.66	1761.21	2375.15	1688.58			4998.07	7775.76	24835.6	59802.7													16527.7		3489.35									5749.37	3785.35	4078.13	3138.85	2675.15	2668.76	2824.96	1849.16	1751.66	1778.33	1677.37	1929.59	761.827	2594.67	2994.11	3309.06	6201.87		9687.29		15088.1								7344.01	10035.6	5880						4667.86	5984.76	6499.68	8093.07	6433.98	6035.7	5344.98	5102.93	4051.04	3210.93	2986.74	3833.39	7478.8	2348.16																			8940.51		12125.4		7264.4			11780.6	5670.34	8470.78	8220.49	9853.79	6194.57	4561.74	5545.25	5922.75	2907.24	3593.39							4909.5	6571.21		17055														6573.14									2617.89	3013.32				2962.59	3994.44			850.942								11335.5																				3760.54	3773.97	4299.34	5471.73	5942.18	4403.76	3274.98	4520.21	3045.25	1938.94			4764.83						5159.84	6615.99	7564.88									19738.7			
A0A7M7MXU6	A0A7M7MXU6	A0A7M7MXU6_APIME	410050	Uncharacterized protein													3809.07										1383.83	1692.96									12397.8					17283.8													3451.09		9779.86	8107.85	10484.8	13456.3	3945.08	2193.34	3324.43	2462.04		2069.48	4051.84	6465.57	6119.45					76596.4	171125	157486	63409.2	90105.8		82911.4		83699.3	40524.3	32919.5												4651.78	5072.89	5595.23	2392.14	1372.62	1874.48			1027.26	1602.07	1318.22	3996.09	6838.53	5429.09					15214.8							10562.4	11493.1																		2738.24		1660.74		3161.58				1889.17	3815.18	6169.12	7701.88	4939.45	10662.1		12104.1		13926.3	7015.58			18006.5	5733.88											1947.64				6057.67	8642.23	8047.24		4604.95			1076.41		898.306		3299.72	5481.87	5504.27	2666.12							30667.9	37898.1	29372.9	31479.8	34111.3	22799.4	24647.8							7183.59																				1546.93	4126.8	5077.54	4006.99						14478.9																		7323.22	11039.6	6615.1	2971.17								4165.02	6247.53	5239.21										7093					12427.6						6155.97											1884.06			2619.32		3444.01	5935.42	9206.59						90055.1	156442	61507.5	153275		81376.8		68540	65301.2															4213.61							1737.06		2525.32	5133.32	5192.89								13119		13514.5															5476.96					2319.97		1595.35	1813.11					1557.55	3356.06	4809.46	2138.53			11390.7		76503.3	131632	100376	78304.5	54815.4	51387.5	13038.6	31634.4	36311.6
A0A7M7MXW1	A0A7M7MXW1	A0A7M7MXW1_APIME	410886	E3 ubiquitin-protein ligase														1887.79		1110.7		825.71		563.476																						2313.86				1156.67			1455.91	1652.36	1552.99	2108.7	3321.14	3937.54	5125.23	2637.03	4183.76	4855.43	3266.84	1551.7	641.459		981.858																													768.37	1617.08	1471.86	1292.56	1370.72	1972.98	2535.59	976.682	804.736									4318.82	23715.6	20059.6																							1732.43		2151.47		2485.68		2837.5	3078.43	995.479	732.067									19242					15266													2244.54		1398.28	1560.6	2058.66	2441.72	1644.81	1293.25	2016.46	3289.13	1484.3	759.392	316.551									13470.2	22201.4																									1450.19		1234.91		1277	1236.88	624.14	695.764	596.56																															2406.17		1584.31	1895.15	1596.76	1382.64											15487.5	41126.3																					3405.24	4141.88	3338.9	2325.73	1951.06	3934.6	2286.34	1124.16												19483.1																					1184.28		1313.98	1100.23	1527.94	1587.07	413.429	677.657	295.755									14753.8	12442.4																					1356.25	1443.85		1162		1423.98	988.724	1277.14	556.14										8367.09									
A0A7M7MY05	A0A7M7MY05	A0A7M7MY05_APIME		Uncharacterized protein					24367.7											1871.15	2114.12	978.427		840.652	1950.57	1640	1665.97	1427.15						14172.5													88151.7										3553.93	2734.52	2947.02	3664.1	3927.04	2197.28	1198.2	1954.6	2670.49	2658.2	2360.65	2288.37	4682.08	2833.18			8856.77	23140.6						4249.9																				2305.25	2125.58	694.467	648.82	891.465	536.412	2862.38	3035.57	3201.48	2260.24					13794.7	18864.1		6915.93							2381.49														4478.43		1548.1		3353.8		1802.14	4264.99	1618.08	3201.16	4209.87	3476.26	3217.6			18834.1		14686	24556.7	18901.1	4314.75		4925.84	4241.22																		1664.7	1763.85	2625.12	4681.87	2742.45	615.387	1519.79	2019.92	2302.11	3386.44	2586	4259.46	5440.25	4781.36			14976.3	15970.2		2755.38	3091.11	3033.24	1855.03				21012.6										8873.19						1034.34	1666.81	1788.73	2858.77	9954.35	7194.56	2121.36	1104.09	1946.88	3420.27	4075.46	3500.8	1713.44	3476.86			6992.1	23440.7	13822.5																						2614.22	4838.04	6089.67	7552.66	14177.7	3103.41	4241.07	2737.73	4803.26	3138.12									4530.36	6191.39																			3733.76	3158.76	3761.45	5804.72	4753.36	2143.22		2748.71	4235.49	3504.29	4762.57	4324.07				6846.9																											2154.4	2572.22	2280.04		1780.77	2806.56	4375.25	5691.58	2157.52	2345.67				9949.9			1584.6			2463.71																				1486.05	3793.63	5453.51	3362.43	1010.56		1291.62	1484.67	3997.13	1579.16	3271.39	973.617													
A0A7M7MY60	A0A7M7MY60	A0A7M7MY60_APIME		Uncharacterized protein																																																															2204.15	2915.23																																							1684.36	3485.81																																									3000.57	2947.87																																							2726.57	2030.67																																										2469.97	1663.72																																																																																																																			1815.11																																																								
A0A7M7R2D4	A0A7M7R2D4	A0A7M7R2D4_APIME	408353	Proteasome subunit beta	478394	1.85E+06	4.35E+06	3.61E+06	1.01E+06	399464	199297	120966	73323.2	62737.6	248238	30375.2	14232.3	10689	13707.8	23852	2279.03	3403.64			836.954			1109.16		1937.02			47032.4					70660.6							1.21E+06	2.00E+06	2.00E+06	1.05E+06	370890	168891	77654.5	59851.8	39938.1	28240.6	37567.4	11527.7	7413.98	15804.6																66654.8											538835	1.13E+06	1.54E+06	2.06E+06	698687	412317	79391.7	236358	81487.7	279715	24332.8	22369	19495.6	12585.1	15952.3	3384.29	1552.31	1061.87	1871.07	2026.07		1438.04	1747.43	2320.54		1722.07														19350.4	574951		1.86E+06	2.44E+06	2.51E+06	559189	593931	157336	98461.6	65064.6		35204.7	35386.6	17239.2		5977.76		2613.91			1436.62	1073.23		1855.62	1801.4	1775.81		2307.71	4221.66					9715.23				13355	9116.27		1.31E+06	1.82E+06	3.03E+06	3.61E+06	2.14E+06	711158	297811	127521	78959.9	48925	30769.4	20707.7	14354.8	9290.33	7699.84	5082.19	2244.71	1348.16		847.487		1176.62			1320.85	1534.9									10655.2	19037.3			6508.44		195522	209488	258680	475355	788521	2.64E+06	2.83E+06	4.67E+06	1.68E+06	597916	160681	100088	81162.5	61761	38889.3	37478.4	27537.3	15443.4	12192.2	7594.53										5010.18											688224	1.22E+06	2.36E+06	3.59E+06	2.44E+06	888246	314149	150405	95212.8	49091.8	22929	29633.8	20233.2	13136.4	9669.86	8093.61																									706449	824157	2.73E+06	3.19E+06	2.83E+06	951094	333921	195457	81174.1	71107.4	100341	39878.7	19337.2		15382.6	9806.42																									210677	574651		3.78E+06	4.24E+06	1.46E+06	477183	200280	108803	96257.4	67417.2	69218.2	83564.2	23903.9	83981.3	10730.6	5329.4	2080.02	3288		4839.69				1525.4	1369.73														14385.6	503780	1.13E+06	2.42E+06	3.79E+06	2.28E+06	737123	264084	139742	89144.6	64964.5	44371.9	29009.1	19291.2	12387.8	18649.1	5728.92	2268.33	1327.43	1237.06	817.963	2830.54																		6196.14	
A0A7M7R2I6	A0A7M7R2I6	A0A7M7R2I6_APIME	408291	Uncharacterized protein	33093.9	24894.5	19621.9	17998.4	13491	14676.9	11228.3	14566.1	16199.6	20888.3	25019.7	27647.8	31757.2	78807.4	613715	979668	453506	128270	35408	29642.7	17677.7	99869.5	22520	50793.5	11512.9	9367.91	8854.47	11205.9	16308.7	19824.6	16746.7	19740.8	23551.3	34988.5	39581.1	42123.3	46750.2	53920.4	47433.4	47023.2	28701.7	9391.13	4459.46	4956.01	6174.75	3953.99	7207.26	7277.49	7434.02	8979.07	11131.4	14435.5	15691	48131.2	414425	421249	199173	70889.7	37926	22294.3	16104.6	12553.9	85806.6	11489.7	19069.1	22233.1	6397.51	14254.3	19435.1	21180.8	16624.2	23357.8	24231	25555.3		32171.5		45586.2	40365.1	45473.9	12958	9587.26	10045.1	14186.5	6126.56	9498.13		17619.8	10193.8	14022.1	17168.3	20093	23477.2	92374.6	547456	576425	259009	74361.8	30195.9	20128.5	9342.92	10018.3	11208.4	10308	9471.52	3160.23	10028.1	3148.87	5821.44	8320.35	8511.01	7555.5	17831.8	48048.5	13886.7	15980.3	39949.9	37973.7		28025.3	14792.2		7026.3	6886.35				4700.93	7090.37	8967.78		14172.3	21319.6	13181.6	29559.6	145510	400983	590359	204102	58299	102740	20274.7	13809.2	13911.5	17394.7	8773.1	4510.83	3910.22	1968.55		4727.33	7318.08	12194.5	19163	14715.2	28105	27204.8	30354.5	31683	32262.6	8124.06	6637.13	6958.22	6066.91	3795.41	2605.76	3313.34	2275.9	3785.52	8010.38	4595.57	6757.13	8767.91	10575	30300.5	275320	471466	299904	95727.9	29524.1	19592.4	15026.7	10205.3	9870.64	8595.27	8515.46	7244.9			11228.2	12061.9	13059.3	14406.4	15704.4	20562.6	21335.5	25279.6	26045.7	22025.6	21651.9	18943.8	15287.4	17084.4	15493.8	17655.6	11688.6	20357.6	12381.4	13269.4	32617.4	14225.3	15113	14538.3	10978.5	13713.5	17555.7	18354.9	30530.9	257795	807359	552721	175464	39789	25377.1	15012.7	12568.4	11196.1	11012.5	9302.15	29797.2	11245.6		11568.7	10667.1	12759.4	50299.4	51173.6	23053.1	20156.8	24920.5	6366.26	3832.8	5872.65				217054			10091.3	5569.51	7866.53	9397.26	12407.5	20914.7	91575.8	440711	432645	195659	49050	19492.3	15363.3	9104.85	8363.59	8357.73	6895.24	12028.6				13440.3			16320.3	20922.8	12303.6	13755.2		22252.2	28133.6		32475.5			15272.8			15113.4	8724.25	10881.4	11093.8	9108.94	10659.7	14231.4	22128.9	197830	522222	391606	134957	38187.5	23570.4	18001.3	11916	14782.6	13630.3	15036.1	21123.4	51982	11966.9		16173.4	12967.9	24978.5	31957.7	25733.8	31854.1	35296.5	45991.7	40019.9	37099.1	13507.1	12293.4				21288.1			8712.76	10693.3	12830.4	18188.5	26999.3	18242.8	53603.9	526259	951808	502743	108737	28790.6	24970.8	12570.3	9813.1	11152.8	18151.8	7016.28	9126.59		14753	5161.76		9673	10595.6	11471.3	12152.2	18899.1	25335.3	24880.8	20559.3	31368.1	12448.5	9677.69	5850.55		32667		6439.73	9459.88	5132.05	6857.42	10715.7	12078.4	12978.8	13113.1	36563.9	370450	774054	454277	153702	52062.9	27881.4	12909.4	14268.9	94200.5	10789.9	7915.04	10036	6401.36	3740	6516.33	8435.15	15637.4	13282.5	22537.2	23563.6	36982.6	42584.9	20649.4	29032.6	25123
A0A7M7R2L6	A0A7M7R2L6	A0A7M7R2L6_APIME	408572	Transgelin																				804.067		1268.99	1277.36							2277.08				7004.09	3939.47	4772.58	9033.04	4960.27	6144.49	4205.79									534.68						863.316					1442.03	1952.24	3533.03	2516.94	3474.09	23012.3	10305.3	4519.57	3715.84	4089.12	10406.5	13264.2	30626.1	37574.3	34129.4		36701.3		34750.2	22731.1	16230.4						824.038																1743.83	2227.45	1224.98	1337.21	1378.96					1310.89						1103.6																					719.882				2104.25	2486.1	6131.52	5107.36	1021.48		4459.33	1773.25	1321.29			2239.49	3303.27	7386.08	12075.1	16541.2	5502.5	10986.2	18771												268.322										1251.69	2065.83	2783.26	1771.34	988.975	785.999					2887.82	3496.37	3162.02	5516.02	3996.85	7595.01	4554.65	5941.95	6061.73										4292.34																590.671	5809.64	718.971	2277.76	4474.06	2984.44		6081.15	17622.1	25671.6	15547.7	14114.8	12694.2	9864.38	10804.6																									3127.46		1131.34								3799.11					4688.75																	1409.61					2472.81	2636.93	5208.51	4282.93	2373.97	7035.44	1889.75			2594.75	10056.8	21714.7	11787.6	35193.1	23027.4	45637.2	11679	24597.1	21908.5																							1144.68	2666.91	933.828								1672.16	1421.89	3609.41		4842.27	4905.52	3274.93	3794.04																						941.805	1621.55	3283.44	1937.16	1986.04	1847.36					3919.18	6111.32	11231.5	10189.2	23427.5	25232.9	4605.95	11710.9	19486.4
